2;188915,30;22106,14;25265,40;6602,30
3;144734,10;12134,27;25265,40;5248,30
4;25452,90;13114,89;25265,40;488,30
16;10000,00;10000,00;25265,40;0,00
5;11641,50;11641,50;24076,42;0,00
17;10000,00;10000,00;24076,42;0,00
325;200000,00;68008,52;33461,81;3944,50
9;95899,00;5139,98;25451,56;3566,00
14;37893,10;15892,87;21139,97;1040,70
15;25654,20;24247,42;21139,97;66,50
20;21869,20;13831,11;22717,08;353,80
21;14250,00;3942,03;22717,08;453,80
19;50579,30;13045,43;22717,08;1652,20
76;10000,00;1126,32;25822,13;343,60
24;40061,40;32634,94;25822,13;287,60
27;200000,00;53923,24;24663,00;5922,90
26;15200,70;5387,67;24663,00;397,90
28;16969,60;16969,60;24663,00;0,00
29;151088,90;9179,57;24710,42;5742,90
239;80697,30;14681,38;24710,42;2671,60
34;200000,00;77657,53;24431,18;5007,60
33;16500,00;2889,59;24431,18;557,10
30;63414,80;6547,25;24431,18;2327,70
31;40558,60;15447,73;24431,18;1027,80
35;41827,40;41827,40;24431,18;0,00
116;109283,00;14696,39;26935,59;3511,60
106;0,00;0,00;26935,59;0,00
108;13486,30;6727,89;26935,59;250,90
99;50579,30;3095,40;26935,59;1762,90
466;19745,00;12183,80;26935,59;280,70
96;0,00;0,00;26935,59;0,00
102;50579,30;14602,05;26935,59;1335,70
115;117076,10;79924,19;26935,59;1379,30
109;116395,90;56565,70;26935,59;2221,20
154;35137,60;10083,28;26935,59;930,20
46;0,00;0,00;26935,59;0,00
48;115418,10;20982,05;26935,59;3506,00
107;25559,10;25559,10;26935,59;0,00
157;80144,90;11220,13;26935,59;2558,90
165;109733,70;38777,62;26935,59;2634,30
113;10923,50;10923,50;26935,59;0,00
112;28861,30;28861,30;26935,59;0,00
97;84989,40;84989,40;26935,59;0,00
114;10000,00;10000,00;26935,59;0,00
98;29695,60;29496,90;26935,59;7,40
104;44734,40;29614,70;26935,59;561,30
160;19812,70;1310,40;26935,59;686,90
103;0,00;0,00;26935,59;0,00
717;103009,50;15540,07;26935,59;3247,40
49;13342,60;8321,63;26935,59;186,40
117;200000,00;18383,92;26935,59;6742,60
120;154739,40;94170,10;26935,59;2248,70
155;50579,30;42726,04;26935,59;291,60
47;50579,30;0,00;26935,59;1877,80
164;75100,80;13454,27;26935,59;2288,70
100;181586,70;99809,34;26935,59;3036,00
101;0,00;0,00;26935,59;0,00
162;32287,10;0,00;26935,59;1198,70
175;42372,50;42372,50;25080,99;0,00
171;37366,90;37366,90;25080,99;0,00
177;86378,40;86378,40;25080,99;0,00
465;10000,00;10000,00;25080,99;0,00
156;12368,70;0,00;25080,99;493,20
158;44192,70;6590,16;25080,99;1499,20
181;26609,50;26609,50;25080,99;0,00
11;23679,50;0,00;25080,99;944,10
174;28925,70;23209,34;25080,99;227,90
179;38915,10;38915,10;25080,99;0,00
180;0,00;0,00;25080,99;0,00
176;19278,50;19278,50;25080,99;0,00
182;53388,20;16874,70;25080,99;1455,80
173;0,00;0,00;25080,99;0,00
172;10000,00;10000,00;25080,99;0,00
330;51635,40;0,00;25080,99;2058,70
37;12750,00;426,07;25080,99;491,40
343;180584,60;120383,83;26391,67;2281,10
54;10000,00;10000,00;24663,00;0,00
242;116501,20;13096,33;26391,67;3918,10
331;52305,20;7153,17;23133,31;1951,80
58;18969,50;2237,82;23133,31;723,30
57;21235,60;17374,09;23133,31;166,90
59;14742,30;14742,30;23133,31;0,00
7;10000,00;7538,82;29113,34;84,50
18;93799,40;93799,40;29113,34;0,00
10;14250,00;599,98;29113,34;468,90
63;37903,60;16087,36;29113,34;749,40
62;107320,40;51554,84;29113,34;1915,50
64;39977,70;6703,96;24571,68;1354,10
161;29814,70;28740,11;27724,15;38,80
70;0,00;0,00;24158,96;0,00
71;10000,00;3234,03;42559,18;159,00
72;21115,60;14872,55;25451,56;245,30
73;50579,30;13464,59;25451,56;1458,20
83;31344,20;8311,53;25358,48;908,30
74;182577,20;109965,43;25358,48;2863,40
198;15334,30;14816,67;25358,48;20,40
39;39805,40;33824,17;26240,12;227,90
78;64593,40;64593,40;21881,11;0,00
8;10000,00;2715,04;23040,23;316,20
81;16301,50;3721,00;23040,23;546,00
82;45545,60;12093,27;23040,23;1451,90
201;10000,00;1466,72;23040,23;370,40
133;10000,00;6453,95;27260,50;130,10
197;200000,00;11190,26;27260,50;6926,10
313;112812,30;0,00;27260,50;4138,30
80;11861,60;11861,60;27260,50;0,00
84;18724,50;11062,37;23319,47;328,60
245;20984,50;8851,81;23319,47;520,30
85;103442,20;2415,56;19378,45;5213,40
86;12468,00;3349,54;19378,45;470,50
56;12750,00;2314,31;20769,40;502,50
87;10000,00;4397,08;20769,40;269,80
88;21846,80;8968,22;20769,40;620,10
193;50579,30;19165,14;45316,49;693,20
163;16500,00;219,98;26036,39;625,30
152;50579,30;192,37;26036,39;1935,30
40;10000,00;4734,47;26036,39;202,20
626;72813,20;31425,72;32627,59;1268,50
118;10951,30;2555,34;32627,59;257,30
123;123421,80;8395,31;22485,26;5115,60
124;0,00;0,00;22485,26;0,00
121;177848,90;11544,98;22485,26;7396,10
122;0,00;0,00;22485,26;0,00
125;37557,40;23315,53;22485,26;633,40
126;19512,10;19512,10;27028,67;0,00
196;0,00;0,00;26285,78;0,00
130;43211,30;43211,30;26285,78;0,00
129;29770,10;1637,83;26285,78;1070,20
128;33637,40;20830,92;26285,78;487,20
132;10000,00;1295,53;26285,78;331,10
127;10000,00;6638,46;26285,78;127,90
131;0,00;0,00;26285,78;0,00
137;15691,70;15691,70;26240,12;0,00
136;46270,80;27629,63;26240,12;710,40
195;192020,90;4069,60;26240,12;7162,70
135;35153,00;17041,03;26240,12;690,20
138;119183,70;41710,43;21046,89;3681,00
139;32444,40;8353,53;21046,89;1144,60
142;35088,50;17764,73;22437,84;772,10
359;13208,00;956,21;22437,84;546,00
145;14040,90;14040,90;22206,01;0,00
143;10000,00;6113,25;22206,01;175,00
144;29347,00;9580,76;22206,01;890,10
147;47095,80;1038,94;23503,88;1959,50
148;182066,80;33393,38;23503,88;6325,50
146;12750,00;4488,38;23503,88;351,50
317;64050,60;64050,60;22263,97;0,00
23;0,00;0,00;22263,97;0,00
321;15236,10;6831,24;25683,38;327,20
90;11648,30;2899,47;25219,73;346,90
1;72028,10;31235,91;25219,73;1617,50
42;50579,30;16061,39;28604,03;1206,70
13;32601,00;27626,76;21649,28;229,80
232;0,00;0,00;21649,28;0,00
12;14874,60;12271,53;21649,28;120,20
233;35741,10;12326,51;21649,28;1081,50
36;105942,20;23393,43;27583,65;2992,70
22;79018,30;30090,44;27583,65;1773,80
51;16779,50;0,00;24246,77;692,00
53;200000,00;31581,62;24246,77;6946,00
52;12452,40;12002,08;24246,77;18,60
61;93096,50;17543,86;22624,00;3339,50
69;100738,40;8121,43;26565,02;3486,40
