149;130373,10;9383,79;28417,86;4257,50
202;23593,90;6889,82;33101,78;504,60
234;55723,60;55723,60;33101,78;0,00
344;88397,20;88397,20;26391,67;0,00
91;22641,30;14422,96;21510,54;382,10
92;97256,70;61094,68;21510,54;1681,10
94;32318,10;32318,10;20167,01;0,00
93;26227,70;12390,24;20167,01;686,10
320;78831,50;78831,50;35780,06;0,00
327;0,00;0,00;35780,06;0,00
363;14820,40;14820,40;26008,29;0,00
360;19391,00;5097,35;26008,29;549,60
119;19045,50;19045,50;20398,83;0,00
66;34685,00;5296,98;20398,83;1440,70
316;142468,40;85727,31;20398,83;2781,60
65;78180,10;11664,84;20398,83;3260,70
67;48977,10;48977,10;20398,83;0,00
68;92705,80;14420,17;20398,83;3837,80
216;108765,50;0,00;29717,49;3660,00
236;40343,40;26979,96;26333,20;507,50
246;35035,40;15364,14;24339,85;808,20
167;52260,40;20062,29;24339,85;1322,90
248;77806,70;21861,34;24339,85;2298,50
55;0,00;0,00;24339,85;0,00
169;76066,20;860,99;25265,40;2976,60
170;16199,20;5155,31;25265,40;437,10
186;54972,90;270,32;22762,74;2403,20
185;40610,10;40610,10;22762,74;0,00
150;68152,50;20650,35;22762,74;2086,80
188;86579,30;1169,86;22762,74;3752,20
208;18718,00;18718,00;22762,74;0,00
151;10000,00;985,20;22762,74;396,00
191;200000,00;47704,81;23783,12;6403,50
190;58610,10;54276,77;23783,12;182,20
189;12081,00;2391,54;23783,12;407,40
192;50579,30;9019,34;43858,80;947,60
229;110701,10;110701,10;26101,37;0,00
225;14250,00;2001,50;26101,37;469,30
224;10000,00;4159,04;26101,37;223,80
226;16396,40;16396,40;26101,37;0,00
230;14250,00;4375,78;26101,37;378,30
227;67503,00;30721,25;26101,37;1409,20
228;30366,50;25518,70;26101,37;185,70
159;59885,70;18583,13;26101,37;1582,40
200;0,00;0,00;23133,31;0,00
153;19873,50;19873,50;23967,53;0,00
194;45940,30;45940,30;23967,53;0,00
203;14004,20;8276,05;24014,95;238,50
204;0,00;0,00;24014,95;0,00
205;20580,70;4746,59;25869,55;612,10
206;0,00;0,00;25869,55;0,00
213;200000,00;59673,97;25126,65;5584,70
211;48129,70;48129,70;25126,65;0,00
210;24295,80;24295,80;25126,65;0,00
209;16058,70;16058,70;25126,65;0,00
212;23161,50;23161,50;25126,65;0,00
215;200000,00;4608,21;21557,96;9063,60
214;89918,70;833,48;21557,96;4132,40
219;40683,40;0,00;29808,81;1364,80
218;52919,80;52919,80;29808,81;0,00
41;88789,00;20553,94;27213,08;2507,40
60;163292,60;28285,04;27213,08;4961,10
220;156972,20;166,30;27213,08;5762,20
223;105952,70;4715,87;22392,17;4521,10
222;20828,90;4794,16;22392,17;716,10
221;19395,20;11663,59;22392,17;345,30
207;200000,00;96272,63;24431,18;4245,70
235;12750,00;2656,79;24431,18;413,10
77;17205,70;11272,53;24431,18;242,90
6;10000,00;10000,00;24431,18;0,00
357;13371,70;7137,88;33888,58;184,00
406;56866,30;838,06;33888,58;1653,30
89;0,00;0,00;21094,31;0,00
238;32562,60;18274,94;21094,31;677,30
247;55460,30;6719,99;21094,31;2310,60
237;0,00;0,00;21094,31;0,00
50;18874,70;11822,04;29345,16;240,30
240;125044,50;11380,69;29345,16;3873,30
241;48398,90;48398,90;29345,16;0,00
243;69246,60;9251,54;22067,27;2718,70
244;25637,70;25637,70;22067,27;0,00
249;14250,00;8267,26;22253,43;268,80
251;16334,10;16334,10;22253,43;0,00
250;60804,20;20268,76;22253,43;1821,50
168;10000,00;2670,35;22253,43;329,40
