1770;Бурятский лесопромышленный колледж;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1774;"Федеральное государственное бюджетное профессиональное образовательное учреждение Государственное училище циркового и эстрадного искусства им. М. Н. Румянцева (Карандаша)""""";1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1778;Институт проблем развития науки Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1779;Институт теоретической физики им. Л.Д. Ландау Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1780;Центр информационных технологий в проектировании Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1781;Математический институт им. В.А. Стеклова Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1782;Головной проектный и научно-исследовательский институт Российской Академии Наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1783;Институт проблем машиноведения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1784;Институт физиологии растений им. К.А. Тимирязева Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1785;Внешнеэкономическое объединение «Академинторг»;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1786;Институт программных систем им. А.К. Айламазяна Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1787;Институт программных систем им. А.К. Айламазяна Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1788;Институт проблем комплексного освоения недр им. академика Н.В. Мельникова Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1789;Институт проблем транспорта им. Н.С. Соломенко Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1790;Жилищно-коммунальное управление Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1791;Институт проблем механики им. А.Ю. Ишлинского Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1792;Тест;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1793;счмчс;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1794;456;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1795;Научный центр Российской академии наук в Черноголовке;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1796;Институт проблем проектирования в микроэлектронике Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1797;Всероссийский институт научной и технической информации Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1798;Институт химии растворов им. Г.А. Крестова  Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1799;Институт лесоведения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1800;Институт русского языка им. В. В. Виноградова Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1801;Федеральный исследовательский центр Южный научный центр Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1802;Институт радиотехники и электроники им. В.А.Котельникова Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1803;Институт геологии рудных месторождений, петрографии, минералогии и геохимии Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1804;Геологический институт Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1805;Всероссийский научно-исследовательский институт молочной  промышленности;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1806;Институт космофизических исследований и распространения радиоволн Дальневосточного отделения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1807;Институт биологических проблем Севера Дальневосточного отделения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1808;Институт комплексного анализа региональных проблем Дальневосточного отделения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1809;Институт автоматики и процессов управления Дальневосточного отделения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1810;Вычислительный центр Дальневосточного отделения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1811;Тувинский научно-исследовательский институт сельского хозяйства;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1812;Научно-исследовательский институт комплексных проблем сердечно-сосудистых заболеваний;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1813;ФИЛИАЛ ФЕДЕРАЛЬНОГО НАУЧНОГО ЦЕНТРА БИОРАЗНООБРАЗИЯ НАЗЕМНОЙ БИОТЫ ВОСТОЧНОЙ АЗИИ ДАЛЬНЕВОСТОЧНОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК «ГОРНОТАЕЖНАЯ СТАНЦИЯ ИМ. В.Л. КОМАРОВА»;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1814;ПРИМОРСКАЯ ОВОЩНАЯ ОПЫТНАЯ СТАНЦИЯ-ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО НАУЧНОГО УЧРЕЖДЕНИЯ « ФЕДЕРАЛЬНЫЙ НАУЧНЫЙ ЦЕНТР ОВОЩЕВОДСТВА»;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1815;Институт гидродинамики им. М.А. Лаврентьева Сибирского отделения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1816;Федеральный научный центр агробиотехнологий Дальнего Востока им. А.К. Чайки;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1817;Санаторий «Углич»;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1818;Тихоокеанский институт биоорганической химии им. Г.Б.Елякова Дальневосточного отделения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1819;Институт систематики и экологии животных Сибирского отделения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1820;Уссурийская астрофизическая обсерватория Дальневосточного отделения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1821;Институт геологии - обособленное структурное подразделение Федерального государственного бюджетного научного учреждения Уфимского федерального исследовательского центра Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1822;Институт экологии растений и животных Уральского отделения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1823;Институт языка, литературы и искусства им. г. Цадасы Дагестанского научного центра Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1824;Институт математики им. С. Л. Соболева Сибирского отделения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1825;Самарский научно-исследовательский институт сельского хозяйства имени Н.М.Тулайкова;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1826;Горный ботанический сад Дагестанского научного центра Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1827;Федеральный научный центр животноводства – ВИЖ имени академика Л.К. Эрнста;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1828;Всероссийский селекционно-технологический институт садоводства и питомниководства;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1829;Всероссийский научно-исследовательский институт виноградарства и виноделия имени Я.И. Потапенко - филиал Федерального государственного бюджетного научного учреждения «Федеральный Ростовский научный центр»;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1830;Институт физики высоких давлений им. Л.Ф. Верещагина Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1831;Медицинский колледж;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1832;Научный центр неврологии;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1833;Пансионат имени А.И. Майстренко;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1834;Сочинский научно-исследовательский центр Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1835;Федеральный научный центр аграрной экономики и социального развития сельских территорий-Всероссийский научно-исследовательский институт экономики сельского хозяйства;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1836;Научно-исследовательский институт фармакологии имени В.В. Закусова;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1837;Иркутский научный центр хирургии и травматологии;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1838;Всероссийский научно-исследовательский институт радиологии и агроэкологии;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1839;Федеральный исследовательский центр вирусологии и микробиологии;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1840;Калмыцкий научный центр Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1841;Институт  теоретической и прикладной  электродинамики Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1842;Федеральный научно-клинический центр реаниматологии и реабилитологии;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1843;Управление комплексного хозяйственного обеспечения;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1844;Калужский научно-исследовательский институт сельского хозяйства;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1845;Больница Красноярского научного центра Сибирского отделения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1846;Прикаспийский институт биологических ресурсов Дагестанского научного центра Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1847;Всероссийский научно-исследовательский институт сельскохозяйственной микробиологии;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1848;Объединенный институт высоких температур Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1849;Владикавказский научный центр Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1850;Институт мировой литературы им. А.М. Горького Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1851;Федеральное государственное бюджетное учреждение здравоохранения Поликлиника № 1 Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1852;Институт биохимической физики им. Н.М. Эмануэля Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1853;Институт металлоорганической химии им. Г.А. Разуваева Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1854;Институт прикладной механики Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1855;Самарский федеральный исследовательский центр Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1856;Институт Латинской Америки Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1857;Крымская астрофизическая обсерватория РАН;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1858;Институт проблем экологии и эволюции им. А.Н. Северцова Россиийской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1859;Научно-исследовательский институт сельского хозяйства Юго-Востока;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1860;Всероссийский научно-исследовательский институт мелиорированных земель;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1861;Ленинградский научно-исследовательский институт сельского хозяйства «Белогорка»;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1862;Научно-исследовательский институт сельского хозяйства Крыма;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1863;Первомайская селекционно-опытная станция сахарной свёклы;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1864;Всероссийский научно-исследовательский институт лекарственных и ароматических растений;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1865;Всероссийский научно-исследовательский институт льна;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1866;Центральный научно-исследовательский институт туберкулеза;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1867;Научно-исследовательский институт медицины труда имени академика Н.Ф. Измерова;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1868;Институт проблем рынка Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1869;Поволжский научно-исследовательский институт экономики и организации агропромышленного комплекса;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1870;"Всероссийский научно-исследовательский институт организации производства, труда и управления в сельском хозяйстве - филиал Федерального государственного бюджетного научного учреждения Федеральный научный центр аграрной экономики и социального развития сельских территорий - Всероссийский научно-иссл""";1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1871;Прикаспийский аграрный федеральный научный центр Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1872;Институт структурной макрокинетики и проблем материаловедения им. А.Г. Мержанова Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1873;Всероссийский научно-исследовательский институт сахарной свёклы и сахара имени А.Л. Мазлумова;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1874;Научно-исследовательский институт вакцин и сывороток им. И.И. Мечникова;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1875;Дирекция единого заказчика по строительству,капитальному и текущему ремонту;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1876;Санкт-Петербургский институт информатики и автоматизации Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1877;Институт цитологии Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1878;Межведомственный центр аналитических исследований в области  физики, химии и биологии  при  Президиуме  Российской  академии  наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1879;Всероссийский научно-исследовательский институт использования техники и нефтепродуктов в сельском хозяйстве;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1880;Всероссийский научно-исследовательский институт агрохимии имени Д.Н. Прянишникова;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1881;Институт высшей нервной деятельности и нейрофизиологии Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1882;Институт лингвистических исследований Российской Академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1883;Институт экологии Волжского бассейна Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1884;Ботанический институт им. В.Л. Комарова Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1885;Федеральный исследовательский центр химической физики им. Н.Н. Семенова Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1886;Центральный музей почвоведения имени В.В. Докучаева;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1887;Всероссийский научно-исследовательский институт кукурузы;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1888;Больница Пущинского научного центра Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1889;Институт вулканологии и сейсмологии Дальневосточного отделения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1890;Дальневосточный научно-исследовательский институт механизации и электрификации сельского хозяйства;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1891;Больница Иркутского научного центра Сибирского отделения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1892;Институт материаловедения Хабаровского научного центра Дальневосточного отделения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1893;Томский национальный исследовательский медицинский центр Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1894;Сибирский федеральный научный центр агробиотехнологий Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1895;Челябинский научно-исследовательский институт сельского хозяйства;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1896;Костромской научно-исследовательский институт сельского хозяйства;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1897;Институт водных и экологических проблем Сибирского отделения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1898;Научно-исследовательский геотехнологический центр Дальневосточного отделения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1899;Рисоводческий племенной завод «Красноармейский» имени А.И. Майстренко;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1900;Институт биологии внутренних вод им. И.Д. Папанина Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1901;Солянское;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1902;Всероссийский научно-исследовательский институт маслоделия и сыроделия - филиал Федерального государственного бюджетного научного учреждения «Федеральный научный центр пищевых систем им. В.М. Горбатова» РАН;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1903;Карельская государственная сельскохозяйственная опытная станция;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1904;Управление энергетики и водоснабжения;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1905;Федеральный научный центр овощеводства;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1907;Институт проблем химической физики Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1908;Федеральное государственное бюджетное учреждение науки Институт проблем управления сложными системами Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1909;Детский сад общеразвивающего вида № 47;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1910;Федеральный научный центр риса;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1911;Агрофизический научно-исследовательский институт;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1912;Каменно-Степное опытное лесничество;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1913;Институт молекулярной и клеточной биологии  Сибирского отделения Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1914;Московский дом-пансионат ветеранов науки;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1915;Научно-исследовательский институт хлебопекарной промышленности;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1916;Институт проблем региональной экономики Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1917;Псковский научно-исследовательский институт сельского хозяйства;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1918;Институт геоэкологии им. Е.М.Сергеева Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1919;Научно-исследовательский институт нормальной физиологии имени П.К. Анохина;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1920;Федеральный научный центр Научно-исследовательский институт системных исследований Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1921;Федеральный исследовательский центр «Институт катализа им. Г.К. Борескова Сибирского отделения Российской академии наук»;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
1922;Институт космических исследований Российской академии наук;1;Министерство науки и высшего образования Российской Федерации (Минобрнауки России)
