114;3337;2687;650;99;367;1749;1444;996;529;224;698;0;367;331;33
115;28940;13840;15100;2344;1841;25296;1811;20451;0;4845;3181;39;1841;1301;177
116;8595;7624;971;1003;404;6730;;4640;56;2034;2517;257;404;1856;69
117;19599;11346;8253;1559;1226;18644;382;15069;179;3396;3620;82;1226;2312;58
118;4110;2088;2022;39;193;3370;744;2778;312;280;500;7;193;300;29
119;4790;2098;2692;321;102;3952;493;3655;0;297;179;2;102;75;7
120;39576;24345;15231;2141;1604;14905;6276;8280;4378;2247;5027;86;1604;3337;125
121;5617;2798;2819;110;402;5466;;4472;282;712;967;25;402;540;21
122;3036;1043;1993;74;203;3036;;2415;223;398;384;0;203;181;15
123;9311;3632;5679;385;332;8780;47;7557;62;1161;606;7;332;267;38
124;13083;6204;6879;197;762;12886;;10136;904;1846;1965;56;762;1147;30
125;27134;11156;15978;1587;1343;23325;2223;16327;3628;3370;3833;239;1343;2251;124
126;10304;4831;5473;544;560;7396;2364;4980;1714;702;1502;12;560;930;56
127;1839;716;1123;67;114;1144;;1030;42;72;210;2;114;94;6
128;4487;2819;1668;461;276;4026;;3399;193;434;529;9;276;244;14
129;14506;8197;6309;879;517;13627;;11300;254;2073;1061;1;517;543;105
130;15908;9300;6608;1774;985;13742;392;11231;611;1900;2209;38;985;1186;279
131;9801;5745;4056;608;532;8003;963;5930;778;1295;1644;93;532;1019;80
132;11824;1125;10699;416;447;8006;3402;5774;1295;937;760;5;447;308;34
133;2397;1312;1085;30;95;1311;1056;1072;239;0;249;1;95;153;15
135;9090;4401;4689;962;356;7704;437;5947;10;1747;799;7;356;436;44
136;18230;9820;8410;2350;810;15822;89;10992;2489;2341;2066;46;810;1210;36
137;8365;3557;4808;457;451;7366;389;5698;423;1245;1241;3;451;787;54
138;5282;3880;1402;135;211;5201;;4535;13;653;438;2;211;225;28
139;24396;11616;12780;1150;1022;19244;4014;14561;2540;2143;2199;32;1022;1145;141
142;18784;9811;8973;1618;982;15509;1657;8769;3233;3507;2047;15;982;1050;126
143;5822;3635;2187;275;211;4039;1508;3393;89;557;392;6;211;175;24
144;21706;6931;14775;1773;1132;19140;2056;9889;7162;2089;2485;6;1132;1347;187
145;4900;3748;1152;522;269;4378;;3360;135;883;472;2;269;201;21
146;5044;3578;1466;47;281;5384;;4384;0;1000;629;8;281;340;36
147;15779;8713;7066;581;920;14932;266;11219;1896;1817;2678;65;920;1693;39
148;13924;6493;7431;338;808;12551;1035;9107;1680;1764;2109;15;808;1286;57
149;9009;6268;2741;407;620;8602;;6381;1623;598;1661;12;620;1029;55
150;6764;3659;3105;316;310;6448;;5725;4;719;660;20;310;330;37
151;2995;856;2139;57;99;2311;627;1805;323;183;331;0;99;232;12
152;159;135;24;13;10;142;;11;0;131;49;11;10;28;2
153;4873;1813;3060;101;416;4134;638;3078;596;460;704;5;416;283;53
154;54320;11567;42753;4236;2081;37025;10259;26155;4929;5941;4514;104;2081;2329;269
155;6792;4414;2378;1005;275;4879;908;2084;2159;636;695;7;275;413;22
156;5475;3066;2409;599;239;4876;;4077;140;659;543;30;239;274;10
157;19084;5292;13792;891;829;17185;824;12704;1005;3476;1746;49;829;868;116
158;18042;7331;10711;2517;1277;17994;;13893;389;3712;2668;54;1277;1337;215
159;11052;6300;4752;184;355;9801;1052;9114;0;687;883;3;355;525;59
160;18225;6546;11679;218;325;14699;1151;11385;575;2739;948;10;325;613;252
161;11329;7073;4256;728;598;7483;2696;5034;1086;1363;1545;81;598;866;84
162;9839;5746;4093;721;891;10715;;7225;1036;2454;2316;16;891;1409;57
163;7688;2552;5136;976;235;5359;1340;4348;0;1011;544;6;235;303;36
164;40484;14168;26316;8690;1780;27307;1340;16522;7020;3765;4796;44;1780;2972;188
165;8879;6183;2696;553;616;8043;;6019;961;1063;1685;29;616;1040;34
167;23159;3689;19470;679;866;19914;2406;15877;1025;3012;1473;21;866;586;99
168;4022;2685;1337;362;206;2687;1060;2302;146;239;507;6;206;295;10
169;6605;3639;2966;92;518;5775;745;3764;1238;773;1359;50;518;791;38
170;9312;4015;5297;357;414;8955;;7546;0;1409;861;16;414;431;82
171;8340;5204;3136;572;287;7282;486;6936;0;346;1033;1;287;745;18
172;1896;1354;542;124;200;1752;;934;582;236;381;0;200;181;21
173;16886;11861;5025;2656;688;12711;451;6941;158;5612;3164;163;688;2313;65
174;13797;5611;8186;970;603;12827;;8838;1980;2009;1266;0;603;663;48
175;9036;8086;950;611;613;8033;0;3996;3317;720;1920;51;613;1256;38
176;5854;4279;1575;190;403;5527;142;4071;576;880;1236;27;403;806;6
177;39155;18726;20429;5085;1794;29743;3517;21876;1740;6127;5036;130;1794;3112;100
179;9270;2752;6518;386;393;8758;125;7571;662;525;864;39;393;432;18
180;16684;7259;9425;1594;512;13731;1241;9784;2030;1917;1510;11;512;987;56
181;16942;7176;9766;1097;738;13941;1904;12453;277;1211;1446;8;738;700;54
182;11371;8735;2636;1850;807;9521;;7352;483;1686;2009;46;807;1156;22
185;16199;9744;6455;978;1198;14372;1253;9764;1668;2940;2804;41;1198;1565;88
186;19087;8505;10582;508;1110;18603;298;14245;2186;2172;3248;32;1110;2106;40
188;9488;1861;7627;293;371;8723;472;7178;506;1039;794;6;371;417;7
189;16614;3193;13421;223;582;14789;1602;7260;5557;1972;1350;5;582;763;70
190;17178;8779;8399;549;827;11127;6012;7993;1405;1729;1980;16;827;1137;77
191;22966;12199;10767;1493;1095;19247;1813;14708;880;3659;3067;49;1095;1923;127
192;7960;4338;3622;63;271;4108;3789;3822;29;257;753;8;271;474;39
193;2754;1731;1023;30;112;2724;;2032;604;88;239;1;112;126;13
194;26434;12702;13732;1364;1157;24269;801;15831;2776;5662;3052;69;1157;1826;258
195;6595;4302;2293;481;259;6089;;4747;504;838;697;28;259;410;14
196;7348;4359;2989;1165;238;5321;811;3597;1198;526;483;5;238;240;16
197;18913;12190;6723;412;941;15820;2681;12498;1236;2086;3153;8;941;2204;48
198;7712;4833;2879;649;266;6514;549;4530;1570;414;683;11;266;406;32
200;5000;2647;2353;130;314;4807;;3659;253;895;581;2;314;265;40
201;6256;2689;3567;226;275;4510;2025;3577;19;914;583;4;275;304;48
202;7680;5288;2392;174;299;7107;330;5138;648;1321;729;2;299;428;39
203;9528;4339;5189;473;406;7880;1020;5178;1094;1608;1026;13;406;607;32
204;12197;4213;7984;2093;571;11316;919;5019;4272;2025;1624;37;571;1016;62
205;7249;3464;3785;305;399;6944;;5344;782;818;794;0;399;395;27
206;8649;4481;4168;259;516;8204;;6488;732;984;1091;28;516;547;78
207;13338;6211;7127;789;699;12374;;9922;877;1575;1548;2;699;847;54
208;15914;3999;11915;876;421;15038;;11053;1419;2566;1256;30;421;805;38
209;6586;4470;2116;961;386;5409;222;4102;399;908;851;2;386;463;7
210;7535;3765;3770;450;237;7085;;5839;170;1076;555;12;237;306;25
211;17329;11677;5652;2879;1064;14450;;9733;1547;3170;3605;390;1064;2151;66
212;13675;5124;8551;1995;416;11479;;9610;1040;829;1662;105;416;1141;75
213;14420;10566;3854;3065;1175;11432;;7510;1332;2590;3626;175;1175;2276;22
214;6812;4336;2476;183;315;6629;;5564;221;844;716;21;315;380;72
215;21332;9166;12166;1367;809;18248;1308;12156;3532;2560;2139;8;809;1322;105
216;5716;4105;1611;94;319;4874;748;4174;408;292;679;5;319;355;21
218;31453;13557;17896;1507;1210;23184;6563;18182;1376;3626;3254;18;1210;2026;77
219;23171;8903;14268;1827;876;21166;804;16074;2511;2581;2332;57;876;1399;79
220;20167;8168;11999;416;789;18048;2519;13112;1863;3073;1993;17;789;1187;105
221;7699;5103;2596;481;324;7218;;5696;73;1449;711;13;324;374;53
222;8102;3357;4745;406;396;6799;1307;5343;483;973;1107;9;396;702;26
223;12855;4486;8369;1431;636;10805;2123;5381;4442;982;1541;75;636;830;77
224;2057;1296;761;41;219;1989;;1568;207;214;397;9;219;169;15
225;7859;2404;5455;137;392;7334;71;4389;1707;1238;839;7;392;440;43
226;9810;4191;5619;329;387;8577;907;4489;3787;301;937;2;387;548;9
227;5302;4045;1257;244;272;4836;184;4040;315;481;704;0;272;432;15
228;9402;5276;4126;192;310;9119;;7683;0;1436;841;5;310;526;59
229;40184;23401;16783;3926;2296;35605;653;26319;3563;5723;6626;524;2296;3806;183
230;16332;2274;14058;904;395;14501;861;13351;0;1150;1003;7;395;601;42
232;14423;7208;7215;270;928;12841;2218;8581;2683;1577;2020;55;928;1037;20
233;21836;8611;13225;1164;1074;20479;35;13172;3320;3987;2732;3;1074;1655;196
234;7881;3779;4102;311;335;5300;2406;4495;387;418;1057;5;335;717;36
235;7798;4385;3413;283;154;3664;;2515;631;518;464;0;154;310;5
236;9722;5897;3825;29;475;6626;3040;4840;538;1248;1190;6;475;709;53
237;12921;4740;8181;616;383;11603;702;9927;0;1676;880;10;383;487;21
238;24657;3354;21303;4424;631;15485;576;10309;3558;1618;1496;29;631;836;105
239;6640;3822;2818;112;199;6443;;5565;220;658;581;12;199;370;31
240;8652;5302;3350;15;256;8389;252;8039;0;350;497;5;256;236;545
241;18173;11746;6427;158;556;16065;1959;11582;2331;2152;1042;13;556;473;812
242;14478;7219;7259;154;609;14043;283;10357;1791;1895;1274;2;609;663;86
243;5778;3455;2323;534;205;5244;;4496;152;596;492;0;205;287;25
244;19773;5525;14248;1663;798;18110;;8735;8249;1126;1794;4;798;992;45
245;3838;2078;1760;225;135;3613;;3253;0;360;310;1;135;174;15
246;13746;8238;5508;642;775;11819;1285;8192;1547;2080;1781;26;775;980;48
247;29330;11990;17340;2191;1634;25503;1082;17526;4180;3797;4603;191;1634;2778;58
248;23747;18679;5068;2352;1785;23551;196;15151;1594;6806;4695;756;1785;2154;168
249;7418;4027;3391;72;357;7405;;6484;0;921;737;23;357;357;32
250;4926;3318;1608;84;313;4842;;4064;263;515;708;0;313;395;11
251;6952;4059;2893;63;383;6092;797;4634;126;1332;1048;14;383;651;57
313;28776;20519;8257;805;2455;27898;59;19044;4997;3857;6091;119;2455;3517;165
316;57609;20470;37139;8710;2360;47621;1278;36197;3772;7652;6297;504;2360;3433;284
317;22933;13784;9149;1639;1725;20550;1823;13517;3245;3788;6581;158;1725;4698;154
320;19257;12631;6626;432;1267;17105;1004;10913;3681;2511;3140;115;1267;1758;118
321;11407;5097;6310;891;553;8372;2050;6318;846;1208;1274;7;553;714;48
325;15429;11941;3488;634;773;12749;2140;10004;716;2029;2084;16;773;1295;118
327;775;287;488;3;66;772;;644;92;36;109;1;66;42;10
330;14697;5163;9534;1102;870;12383;869;8459;1005;2919;1973;7;870;1096;77
331;4647;2815;1832;178;222;4077;570;3569;113;395;544;7;222;315;15
343;11387;7371;4016;401;682;9937;1192;6520;1997;1420;1540;7;682;851;53
344;34543;23123;11420;2046;2374;25972;4791;15432;5434;5106;5681;22;2374;3285;250
357;10702;5398;5304;327;332;5746;5083;4679;401;666;899;11;332;556;40
359;5104;583;4521;1602;114;3148;352;2799;0;349;185;2;114;69;7
360;5968;2720;3248;246;442;5854;;4241;868;745;881;7;442;432;86
363;5598;3175;2423;165;358;5255;171;3760;677;818;805;3;358;444;24
406;4339;1244;3095;73;165;4231;;3845;0;386;373;7;165;201;41
465;218;218;0;3;27;167;;100;0;67;308;59;27;222;1
466;4661;4056;605;94;269;4717;;2044;1064;1609;771;43;269;459;196
626;5385;3297;2088;20;295;2419;3038;1232;913;274;799;8;295;496;13
717;19146;9947;9199;1824;1102;15880;1442;12113;2249;1518;2157;27;1102;1028;70
